Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
235353,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.33,17,49725
235354,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.0,17,49725
235355,Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Business,17.0,17,49725
235356,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.42,17,49725
235357,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Business,17.5,17,49725
235358,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Business,18.5,17,49725
235359,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Business,19.5,17,49725
235360,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Business,20.5,17,49725
235361,Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,20.92,17,49725
235362,Air_India,AI-867,Mumbai,Night,one,Evening,Kolkata,Business,21.67,17,49725
235363,Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,22.92,17,49725
235364,Air_India,AI-888,Mumbai,Evening,one,Evening,Kolkata,Business,24.17,17,49725
235365,Air_India,AI-660,Mumbai,Evening,one,Evening,Kolkata,Business,25.17,17,49725
235366,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Kolkata,Business,27.58,17,49725
235367,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Business,11.58,17,57565
235368,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Business,13.08,17,57565
235369,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Kolkata,Business,16.25,17,57565
235370,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Business,5.67,17,57677
235371,Vistara,UK-958,Mumbai,Afternoon,one,Night,Kolkata,Business,10.33,17,57677
235372,Vistara,UK-651,Mumbai,Evening,one,Evening,Kolkata,Business,27.5,17,58562
235373,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Business,7.17,17,59357
235374,Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Business,9.83,17,59805
235375,Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Business,20.83,17,61485
235376,Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Business,6.17,17,62045
235377,Vistara,UK-902,Mumbai,Afternoon,one,Night,Kolkata,Business,7.0,17,62045
235378,Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Business,7.67,17,62045
235379,Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Business,7.67,17,62045
235380,Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Business,9.17,17,62045
235381,Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Business,10.83,17,62045
235382,Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,11.67,17,62045
235383,Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Business,12.33,17,62045
235384,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.83,17,62045
235385,Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Business,20.17,17,62045
235386,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Business,9.33,17,64285
235387,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Business,10.58,17,64285
235388,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Business,10.83,17,64285
235389,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,17,64285
235390,Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Business,13.83,17,64285
235391,Vistara,UK-970,Mumbai,Morning,one,Night,Kolkata,Business,14.0,17,64285
235392,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,15.08,17,64285
235393,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.25,17,64285
235394,Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Business,22.33,17,64285
235395,Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,23.58,17,64285
235396,Vistara,UK-910,Mumbai,Evening,one,Night,Kolkata,Business,5.17,17,65517
235397,Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Business,16.0,17,65517
235398,Vistara,UK-613,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Business,7.33,17,66671
235399,Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Business,8.08,17,69997
235400,Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Business,12.67,17,69997
235401,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Business,18.92,17,69997
235402,Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Business,21.17,17,69997
235403,Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,10.67,17,72125
235404,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,16.83,17,72125
235405,Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Business,21.67,17,72125
235406,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Kolkata,Business,14.08,17,73581
235407,Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Business,12.83,17,74365
235408,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,14.08,17,74365
235409,Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Business,23.83,17,74365
235410,Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,25.08,17,74365
235411,Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Business,15.0,17,75597
235412,Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Business,11.67,17,80077
235413,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.92,17,80077
235414,Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Business,22.67,17,80077
235415,Vistara,UK-773,Mumbai,Evening,zero,Evening,Kolkata,Business,2.58,18,31436
235416,Vistara,UK-771,Mumbai,Early_Morning,zero,Morning,Kolkata,Business,2.67,18,31436
235417,Vistara,UK-775,Mumbai,Afternoon,zero,Evening,Kolkata,Business,2.83,18,31436
235418,Air_India,AI-774,Mumbai,Night,zero,Night,Kolkata,Business,2.75,18,31436
235419,Air_India,AI-619,Mumbai,Night,one,Morning,Kolkata,Business,11.83,18,36980
235420,Air_India,AI-639,Mumbai,Morning,one,Evening,Kolkata,Business,8.08,18,45230
