Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
270153,Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,Business,12.42,48,52287
270154,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,14.17,48,52287
270155,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Bangalore,Business,14.25,48,52287
270156,Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,15.25,48,52287
270157,Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,17.17,48,52287
270158,Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Business,21.17,48,52287
270159,Vistara,UK-772,Kolkata,Morning,one,Early_Morning,Bangalore,Business,21.42,48,52287
270160,Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Business,22.42,48,52287
270161,Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Business,22.67,48,52287
270162,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Business,24.17,48,52287
270163,Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Business,24.33,48,52287
270164,Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Business,24.33,48,52287
270165,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Business,25.67,48,52287
270166,Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Business,26.25,48,52287
270167,Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Business,27.33,48,52287
270168,Air_India,AI-773,Kolkata,Evening,one,Evening,Bangalore,Business,25.58,48,52287
270169,Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Business,6.83,48,60978
270170,Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Business,8.58,48,60978
270171,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,9.92,48,60978
270172,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,10.17,48,60978
270173,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,11.67,48,60978
270174,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,12.42,48,60978
270175,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Business,12.67,48,60978
270176,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,13.08,48,60978
270177,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,13.25,48,60978
270178,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Business,14.25,48,60978
270179,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Business,14.5,48,60978
270180,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,15.5,48,60978
270181,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Business,15.5,48,60978
270182,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Business,16.08,48,60978
270183,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,16.17,48,60978
270184,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Business,17.08,48,60978
270185,Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Business,20.75,48,60978
