Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
10234,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,3,7423
10235,GO_FIRST,G8-300,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.5,3,7424
10236,GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.0,3,7424
10237,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,3,7424
10238,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,3,7425
10239,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,3,7425
10240,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,3,8265
10241,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,3,8054
10242,Indigo,6E-5175,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,3,8055
10243,AirAsia,I5-764,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,3,8056
10244,Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,3,9315
10245,AirAsia,I5-747,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,3,9317
10246,Indigo,6E-2188,Delhi,Afternoon,zero,Afternoon,Bangalore,Economy,2.92,3,9473
10247,Indigo,6E-2028,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,3,9473
10248,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,3,10050
10249,AirAsia,I5-768,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,3,9736
10250,AirAsia,I5-744,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.33,3,9736
10251,AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,3,9736
10252,AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,11.0,3,9736
10253,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.5,3,9736
10254,Air_India,AI-542,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.58,3,9840
10255,Air_India,AI-560,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.17,3,9840
10256,Air_India,AI-839,Delhi,Night,one,Morning,Bangalore,Economy,13.33,3,9840
10257,Air_India,AI-544,Delhi,Evening,one,Morning,Bangalore,Economy,17.5,3,9840
10258,Air_India,AI-839,Delhi,Night,one,Afternoon,Bangalore,Economy,17.5,3,9840
10259,Air_India,AI-544,Delhi,Evening,one,Afternoon,Bangalore,Economy,21.67,3,9840
10260,Air_India,AI-839,Delhi,Night,one,Night,Bangalore,Economy,24.83,3,9840
10261,Air_India,AI-542,Delhi,Morning,one,Morning,Bangalore,Economy,25.0,3,9840
10262,Air_India,AI-560,Delhi,Morning,one,Morning,Bangalore,Economy,26.58,3,9840
10263,Air_India,AI-542,Delhi,Morning,one,Afternoon,Bangalore,Economy,29.17,3,9840
10264,Vistara,UK-927,Delhi,Morning,one,Morning,Bangalore,Economy,23.33,3,10680
10265,Vistara,UK-963,Delhi,Morning,one,Morning,Bangalore,Economy,24.0,3,10680
10266,Vistara,UK-927,Delhi,Morning,one,Morning,Bangalore,Economy,25.25,3,10680
10267,Vistara,UK-963,Delhi,Morning,one,Morning,Bangalore,Economy,25.92,3,10680
10268,Indigo,6E-369,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,3,10365
10269,Vistara,UK-951,Delhi,Afternoon,one,Morning,Bangalore,Economy,18.5,3,10785
10270,Vistara,UK-995,Delhi,Morning,one,Morning,Bangalore,Economy,22.5,3,10785
10271,Vistara,UK-995,Delhi,Morning,one,Morning,Bangalore,Economy,24.42,3,10785
10272,Indigo,6E-2471,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,3,10523
10273,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,3,10575
10274,GO_FIRST,G8-173,Delhi,Morning,one,Late_Night,Bangalore,Economy,14.42,3,10575
10275,Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.5,3,10680
10276,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,3,10680
10277,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,3,10680
10278,Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Economy,17.33,3,10680
10279,Air_India,AI-624,Delhi,Evening,one,Evening,Bangalore,Economy,23.5,3,10680
10280,Air_India,AI-441,Delhi,Evening,one,Evening,Bangalore,Economy,24.67,3,10680
10281,Air_India,AI-665,Delhi,Early_Morning,one,Morning,Bangalore,Economy,27.17,3,10680
10282,Indigo,6E-2147,Delhi,Night,one,Morning,Bangalore,Economy,11.0,3,10733
10283,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Economy,13.0,3,11100
10284,Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Economy,13.83,3,11100
10285,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Economy,14.92,3,11100
10286,Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Economy,15.75,3,11100
10287,Vistara,UK-985,Delhi,Evening,one,Evening,Bangalore,Economy,21.92,3,11100
10288,Vistara,UK-977,Delhi,Evening,one,Evening,Bangalore,Economy,22.75,3,11100
10289,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,3,10929
10290,Indigo,6E-7403,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,3,11100
10291,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,3,11100
10292,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Economy,22.5,3,11100
10293,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,3,11101
10294,GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.67,3,11120
10295,GO_FIRST,G8-717,Delhi,Evening,one,Night,Bangalore,Economy,7.0,3,11127
10296,Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,3,11258
10297,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Economy,17.17,3,11520
10298,Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Economy,24.5,3,11520
10299,Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,3,12045
10300,GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,3,11698
10301,Air_India,AI-465,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,3,11783
10302,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,3,12150
10303,AirAsia,I5-779,Delhi,Early_Morning,two_or_more,Night,Bangalore,Economy,15.58,3,11940
10304,Air_India,AI-764,Delhi,Evening,one,Night,Bangalore,Economy,27.92,3,11940
10305,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.83,3,12203
10306,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,9.08,3,12203
10307,Indigo,6E-2331,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,3,12203
10308,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,3,12623
10309,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,3,12623
10310,Air_India,AI-473,Delhi,Evening,one,Evening,Bangalore,Economy,22.42,3,12360
10311,GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,3,12361
10312,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,3,12728
10313,Air_India,AI-415,Delhi,Evening,one,Night,Bangalore,Economy,28.08,3,12391
10314,Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,7.75,3,12413
10315,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Bangalore,Economy,17.83,3,12413
10316,Air_India,AI-544,Delhi,Evening,one,Night,Bangalore,Economy,5.0,3,12518
10317,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,3,12518
10318,Air_India,AI-560,Delhi,Morning,one,Night,Bangalore,Economy,14.08,3,12518
10319,AirAsia,I5-784,Delhi,Evening,zero,Evening,Bangalore,Economy,2.67,3,12570
10320,Indigo,6E-2769,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.25,3,12675
10321,Indigo,6E-2616,Delhi,Night,one,Morning,Bangalore,Economy,9.75,3,12675
10322,Indigo,6E-221,Delhi,Night,one,Morning,Bangalore,Economy,11.58,3,12675
10323,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,3,12780
10324,Indigo,6E-2769,Delhi,Morning,one,Night,Bangalore,Economy,11.42,3,12885
10325,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,3,13673
10326,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Economy,11.42,3,13883
10327,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Economy,12.08,3,13883
10328,Indigo,6E-186,Delhi,Afternoon,one,Night,Bangalore,Economy,7.42,3,13620
10329,Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,3,13620
10330,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.83,3,13988
10331,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,3,13988
10332,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Economy,10.58,3,13988
10333,Vistara,UK-933,Delhi,Afternoon,one,Morning,Bangalore,Economy,17.33,3,14250
10334,Air_India,AI-764,Delhi,Evening,one,Late_Night,Bangalore,Economy,8.92,3,14040
10335,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,3,14198
10336,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,3,14198
10337,Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,7.5,3,14408
10338,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.75,3,14565
10339,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,9.25,3,14933
10340,Air_India,AI-502,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,3,14880
10341,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,3,14880
10342,Vistara,UK-871,Delhi,Night,two_or_more,Evening,Bangalore,Economy,21.17,3,15336
10343,Vistara,UK-879,Delhi,Evening,two_or_more,Evening,Bangalore,Economy,24.08,3,15336
10344,Vistara,UK-871,Delhi,Night,two_or_more,Night,Bangalore,Economy,24.33,3,15336
10345,Vistara,UK-879,Delhi,Evening,two_or_more,Night,Bangalore,Economy,27.25,3,15336
10346,Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,7.83,3,15038
10347,Indigo,6E-2005,Delhi,Morning,one,Night,Bangalore,Economy,11.08,3,15038
10348,Indigo,6E-2247,Delhi,Morning,one,Night,Bangalore,Economy,9.75,3,15248
10349,AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.17,3,15630
10350,Indigo,6E-152,Delhi,Morning,one,Evening,Bangalore,Economy,6.42,3,15665
10351,GO_FIRST,G8-131,Delhi,Morning,one,Night,Bangalore,Economy,10.58,3,15879
10352,GO_FIRST,G8-143,Delhi,Morning,one,Night,Bangalore,Economy,11.58,3,15879
10353,GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.0,3,15879
10354,Air_India,AI-459,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.92,3,15921
10355,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,11.25,3,16245
10356,Air_India,AI-560,Delhi,Morning,one,Night,Bangalore,Economy,12.83,3,16245
10357,Indigo,6E-5059,Delhi,Evening,one,Night,Bangalore,Economy,6.5,3,16298
10358,GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.92,3,16455
10359,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.67,3,16613
10360,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,3,16613
10361,Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,3,16823
10362,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,3,16866
10363,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,3,17453
10364,Indigo,6E-2338,Delhi,Afternoon,one,Night,Bangalore,Economy,8.33,3,17978
10365,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.75,3,18030
10366,Air_India,AI-512,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,3,18608
10367,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,3,18871
10368,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,3,18871
10369,Indigo,6E-788,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,3,18923
10370,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,3,19185
10371,Indigo,6E-7407,Delhi,Afternoon,one,Night,Bangalore,Economy,7.58,3,19290
10372,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,12.17,3,20445
10373,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,14.08,3,20445
10374,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,Economy,15.08,3,20445
10375,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,Economy,17.0,3,20445
10376,Vistara,UK-953,Delhi,Night,one,Evening,Bangalore,Economy,21.08,3,20445
10377,Vistara,UK-955,Delhi,Evening,one,Evening,Bangalore,Economy,24.0,3,20445
10378,GO_FIRST,G8-101,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.33,3,21181
10379,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,3,22125
10380,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,3,23071
10381,Air_India,AI-877,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,3,24120
10382,Vistara,UK-741,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,3,24540
10383,Air_India,AI-431,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.92,3,24225
10384,Air_India,AI-411,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.75,3,24225
10385,AirAsia,I5-787,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.17,3,31497
10386,AirAsia,I5-783,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.75,3,31917
10387,SpiceJet,SG-5007,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,4,7425
10388,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,4,7425
10389,SpiceJet,SG-6001,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,4,7425
10390,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,4,7425
10391,AirAsia,I5-740,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,4,7426
10392,AirAsia,I5-1529,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.83,4,7426
10393,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,4,7425
10394,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,4,7425
10395,Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,4,7425
10396,Vistara,UK-817,Delhi,Evening,zero,Evening,Bangalore,Economy,2.75,4,7425
10397,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,4,7425
10398,Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,4,7425
10399,GO_FIRST,G8-113,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,4,7424
10400,GO_FIRST,G8-119,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,4,7424
10401,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,4,7425
10402,Indigo,6E-2336,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,4,7425
10403,Indigo,6E-5175,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,4,7425
10404,Indigo,6E-2188,Delhi,Afternoon,zero,Afternoon,Bangalore,Economy,2.92,4,7425
10405,Indigo,6E-654,Delhi,Evening,zero,Night,Bangalore,Economy,2.92,4,7425
10406,Indigo,6E-2131,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,4,7425
10407,Indigo,6E-2036,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,4,7425
10408,Indigo,6E-2028,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,4,7425
10409,Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,4,7425
10410,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.75,4,7425
10411,Air_India,AI-502,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,4,7425
10412,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,4,7425
10413,Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,4,7425
10414,AirAsia,I5-744,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.33,4,7423
10415,AirAsia,I5-711,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.42,4,7423
10416,AirAsia,I5-710,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,4,7423
10417,AirAsia,I5-550,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,4,7423
