Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
99453,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Economy,12.58,31,7422
99454,Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,Economy,14.08,31,7422
99455,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Economy,14.92,31,7422
99456,GO_FIRST,G8-7559,Bangalore,Afternoon,one,Early_Morning,Mumbai,Economy,16.25,31,7317
99457,GO_FIRST,G8-808,Bangalore,Afternoon,one,Night,Mumbai,Economy,5.83,31,7363
99458,GO_FIRST,G8-790,Bangalore,Afternoon,one,Night,Mumbai,Economy,6.33,31,7901
99459,Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Economy,8.58,31,8416
99460,GO_FIRST,G8-285,Bangalore,Afternoon,one,Evening,Mumbai,Economy,3.92,31,9306
99461,Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.58,32,2150
99462,Vistara,UK-846,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.75,32,2150
99463,Vistara,UK-864,Bangalore,Evening,zero,Night,Mumbai,Economy,1.75,32,2150
99464,Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Economy,1.75,32,2150
99465,Vistara,UK-854,Bangalore,Evening,zero,Night,Mumbai,Economy,1.83,32,2150
99466,Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.92,32,2150
99467,Vistara,UK-850,Bangalore,Evening,zero,Night,Mumbai,Economy,1.92,32,2150
99468,GO_FIRST,G8-385,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.58,32,2201
99469,Indigo,6E-6464,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67,32,2201
99470,AirAsia,I5-941,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67,32,2201
99471,GO_FIRST,G8-395,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,32,2201
99472,GO_FIRST,G8-7547,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,32,2201
99473,GO_FIRST,G8-7548,Bangalore,Evening,zero,Night,Mumbai,Economy,1.67,32,2201
99474,Indigo,6E-295,Bangalore,Evening,zero,Evening,Mumbai,Economy,1.75,32,2201
99475,AirAsia,I5-1561,Bangalore,Evening,zero,Night,Mumbai,Economy,1.75,32,2201
99476,Indigo,6E-5365,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.83,32,2201
99477,Indigo,6E-5323,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.83,32,2201
99478,Indigo,6E-5389,Bangalore,Evening,zero,Evening,Mumbai,Economy,1.83,32,2201
99479,GO_FIRST,G8-320,Bangalore,Evening,zero,Night,Mumbai,Economy,1.83,32,2201
99480,AirAsia,I5-339,Bangalore,Night,zero,Late_Night,Mumbai,Economy,1.83,32,2201
99481,GO_FIRST,G8-399,Bangalore,Night,zero,Night,Mumbai,Economy,1.92,32,2201
99482,Indigo,6E-5344,Bangalore,Night,zero,Late_Night,Mumbai,Economy,1.92,32,2201
99483,Indigo,6E-5203,Bangalore,Evening,zero,Night,Mumbai,Economy,2.0,32,2201
99484,Indigo,6E-332,Bangalore,Night,zero,Night,Mumbai,Economy,2.0,32,2201
99485,Indigo,6E-309,Bangalore,Evening,one,Late_Night,Mumbai,Economy,4.83,32,2201
99486,Indigo,6E-113,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.83,32,2201
99487,Indigo,6E-6445,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.25,32,2201
99488,Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.33,32,2201
99489,Indigo,6E-806,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.5,32,2201
99490,Air_India,AI-640,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.83,32,2208
99491,Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,Economy,1.92,32,2208
99492,AirAsia,I5-1782,Bangalore,Night,one,Late_Night,Mumbai,Economy,5.67,32,2203
99493,AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Mumbai,Economy,6.17,32,2203
99494,AirAsia,I5-1454,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.33,32,2203
99495,AirAsia,I5-1622,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.67,32,2203
99496,AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Mumbai,Economy,8.17,32,2203
99497,AirAsia,I5-972,Bangalore,Evening,two_or_more,Late_Night,Mumbai,Economy,10.0,32,2203
99498,AirAsia,I5-741,Bangalore,Morning,one,Night,Mumbai,Economy,10.92,32,2203
99499,AirAsia,I5-1782,Bangalore,Night,one,Early_Morning,Mumbai,Economy,10.92,32,2203
99500,AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,11.17,32,2203
99501,AirAsia,I5-1451,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.92,32,2203
99502,AirAsia,I5-972,Bangalore,Evening,two_or_more,Early_Morning,Mumbai,Economy,15.25,32,2203
99503,AirAsia,I5-1528,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.08,32,2203
99504,Indigo,6E-5399,Bangalore,Afternoon,zero,Afternoon,Mumbai,Economy,1.83,32,2309
99505,Indigo,6E-6212,Bangalore,Morning,one,Afternoon,Mumbai,Economy,4.17,32,3012
99506,Indigo,6E-541,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.75,32,3012
99507,Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,5.92,32,3012
99508,Indigo,6E-6017,Bangalore,Evening,one,Late_Night,Mumbai,Economy,6.08,32,3012
99509,Indigo,6E-357,Bangalore,Night,one,Early_Morning,Mumbai,Economy,7.67,32,3012
99510,Indigo,6E-6257,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,3.92,32,3153
99511,Indigo,6E-638,Bangalore,Evening,one,Night,Mumbai,Economy,4.08,32,3153
99512,Indigo,6E-131,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.25,32,3153
99513,Indigo,6E-6067,Bangalore,Evening,one,Night,Mumbai,Economy,4.42,32,3153
99514,Indigo,6E-841,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.92,32,3153
99515,Indigo,6E-484,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,32,3153
99516,Indigo,6E-379,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.08,32,3153
99517,Indigo,6E-6257,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,32,3153
99518,Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.17,32,3153
99519,Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.83,32,3153
99520,Indigo,6E-6067,Bangalore,Evening,one,Night,Mumbai,Economy,7.08,32,3153
99521,Indigo,6E-131,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.42,32,3153
99522,Indigo,6E-7227,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.67,32,3153
99523,Indigo,6E-6491,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.67,32,3153
99524,Air_India,AI-516,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.33,32,3699
99525,Air_India,AI-516,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,26.08,32,3699
99526,Air_India,AI-9517,Bangalore,Evening,one,Night,Mumbai,Economy,5.08,32,3709
99527,Air_India,AI-9517,Bangalore,Evening,one,Morning,Mumbai,Economy,14.83,32,3709
99528,Indigo,6E-161,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.08,32,3957
99529,Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,32,3957
99530,Indigo,6E-309,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.08,32,3957
99531,Air_India,AI-9547,Bangalore,Evening,one,Late_Night,Mumbai,Economy,5.17,32,3961
